AFFYMETRIX_3PRIME_IVT_ID	Name	Species
1552826_at	solute carrier family 26 member 7(SLC26A7)	Homo sapiens
1552827_s_at	solute carrier family 26 member 7(SLC26A7)	Homo sapiens
1563369_at	long intergenic non-protein coding RNA 173(LINC00173)	Homo sapiens
1555419_a_at	N-acylsphingosine amidohydrolase 1(ASAH1)	Homo sapiens
206743_s_at	asialoglycoprotein receptor 1(ASGR1)	Homo sapiens
206130_s_at	asialoglycoprotein receptor 2(ASGR2)	Homo sapiens
204608_at	argininosuccinate lyase(ASL)	Homo sapiens
206779_s_at	acetylserotonin O-methyltransferase(ASMT)	Homo sapiens
202024_at	guided entry of tail-anchored proteins factor 3, ATPase(GET3)	Homo sapiens
205047_s_at	asparagine synthetase (glutamine-hydrolyzing)(ASNS)	Homo sapiens
205013_s_at	SPECC1L-ADORA2A readthrough (NMD candidate)(SPECC1L-ADORA2A)	Homo sapiens
206030_at	aspartoacylase(ASPA)	Homo sapiens
1555608_at	caprin family member 2(CAPRIN2)	Homo sapiens
205808_at	aspartate beta-hydroxylase(ASPH)	Homo sapiens
206180_x_at	zinc finger protein 747(ZNF747)	Homo sapiens
1553415_at	solute carrier family 17 member 8(SLC17A8)	Homo sapiens
1560899_at	astrotactin 1(ASTN1)	Homo sapiens
1554491_a_at	serpin family C member 1(SERPINC1)	Homo sapiens
1565269_s_at	activating transcription factor 1(ATF1)	Homo sapiens
1558233_s_at	activating transcription factor 1(ATF1)	Homo sapiens
206539_s_at	cytochrome P450 family 4 subfamily F member 12(CYP4F12)	Homo sapiens
1554420_at	activating transcription factor 3(ATF3)	Homo sapiens
202672_s_at	activating transcription factor 3(ATF3)	Homo sapiens
1554980_a_at	activating transcription factor 3(ATF3)	Homo sapiens
200779_at	activating transcription factor 4(ATF4)	Homo sapiens
1554179_s_at	Ly6/neurotoxin 1(LYNX1)	Homo sapiens
1559388_a_at	Ly6/neurotoxin 1(LYNX1)	Homo sapiens
1553952_at	zinc finger DHHC-type palmitoyltransferase 19(ZDHHC19)	Homo sapiens
1554631_at	ATM serine/threonine kinase(ATM)	Homo sapiens
1553387_at	ATM serine/threonine kinase(ATM)	Homo sapiens
1570352_at	ATM serine/threonine kinase(ATM)	Homo sapiens
202124_s_at	trafficking kinesin protein 2(TRAK2)	Homo sapiens
202125_s_at	trafficking kinesin protein 2(TRAK2)	Homo sapiens
200939_s_at	arginine-glutamic acid dipeptide repeats(RERE)	Homo sapiens
200940_s_at	arginine-glutamic acid dipeptide repeats(RERE)	Homo sapiens
200938_s_at	arginine-glutamic acid dipeptide repeats(RERE)	Homo sapiens
1557349_at	arginine-glutamic acid dipeptide repeats(RERE)	Homo sapiens
1553171_x_at	leucine rich repeat neuronal 4(LRRN4)	Homo sapiens
1553169_at	leucine rich repeat neuronal 4(LRRN4)	Homo sapiens
203454_s_at	antioxidant 1 copper chaperone(ATOX1)	Homo sapiens
203295_s_at	ATPase Na+/K+ transporting subunit alpha 2(ATP1A2)	Homo sapiens
203296_s_at	ATPase Na+/K+ transporting subunit alpha 2(ATP1A2)	Homo sapiens
1564241_at	ATPase Na+/K+ transporting subunit alpha 4(ATP1A4)	Homo sapiens
1565346_a_at	ATPase Na+/K+ transporting subunit alpha 4(ATP1A4)	Homo sapiens
1558612_a_at	ATPase Na+/K+ transporting subunit alpha 4(ATP1A4)	Homo sapiens
201243_s_at	ATPase Na+/K+ transporting subunit beta 1(ATP1B1)	Homo sapiens
201242_s_at	ATPase Na+/K+ transporting subunit beta 1(ATP1B1)	Homo sapiens
204311_at	ATPase Na+/K+ transporting subunit beta 2(ATP1B2)	Homo sapiens
205674_x_at	FXYD domain containing ion transport regulator 2(FXYD2)	Homo sapiens
1556294_at	FXYD domain containing ion transport regulator 2(FXYD2)	Homo sapiens
205444_at	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1(ATP2A1)	Homo sapiens
204685_s_at	ATPase plasma membrane Ca2+ transporting 2(ATP2B2)	Homo sapiens
205410_s_at	ATPase plasma membrane Ca2+ transporting 4(ATP2B4)	Homo sapiens
1563725_at	zinc finger protein 583(ZNF583)	Homo sapiens
1553221_at	zinc finger protein 583(ZNF583)	Homo sapiens
1563405_at	ATPase H+/K+ transporting subunit beta(ATP4B)	Homo sapiens
1563407_x_at	ATPase H+/K+ transporting subunit beta(ATP4B)	Homo sapiens
1558540_s_at	solute carrier family 2 member 11(SLC2A11)	Homo sapiens
1569891_at	ATP synthase F1 subunit alpha(ATP5F1A)	Homo sapiens
204837_at	myotubularin related protein 9(MTMR9)	Homo sapiens
1552960_at	leucine rich repeat containing 15(LRRC15)	Homo sapiens
1569259_at	DAB1 antisense RNA 1(DAB1-AS1)	Homo sapiens
201322_at	ATP synthase F1 subunit beta(ATP5F1B)	Homo sapiens
1558174_at	family with sequence similarity 43 member A(FAM43A)	Homo sapiens
205711_x_at	ATP synthase F1 subunit gamma(ATP5F1C)	Homo sapiens
1563671_at	AFG1 like ATPase(AFG1L)	Homo sapiens
1552490_at	AFG1 like ATPase(AFG1L)	Homo sapiens
203926_x_at	ATP synthase F1 subunit delta(ATP5F1D)	Homo sapiens
1568592_at	ring finger protein 4 pseudogene(LOC100419583)	Homo sapiens
202325_s_at	ATP synthase peripheral stalk subunit F6(ATP5PF)	Homo sapiens
201971_s_at	ATPase H+ transporting V1 subunit A(ATP6V1A)	Homo sapiens
201972_at	ATPase H+ transporting V1 subunit A(ATP6V1A)	Homo sapiens
205473_at	ATPase H+ transporting V1 subunit B1(ATP6V1B1)	Homo sapiens
1554847_at	ATPase H+ transporting V1 subunit B1(ATP6V1B1)	Homo sapiens
201089_at	ATPase H+ transporting V1 subunit B2(ATP6V1B2)	Homo sapiens
200954_at	ATPase H+ transporting V0 subunit c(ATP6V0C)	Homo sapiens
202873_at	ATPase H+ transporting V1 subunit C1(ATP6V1C1)	Homo sapiens
202872_at	ATPase H+ transporting V1 subunit C1(ATP6V1C1)	Homo sapiens
202874_s_at	ATPase H+ transporting V1 subunit C1(ATP6V1C1)	Homo sapiens
200078_s_at	ATPase H+ transporting V0 subunit b(ATP6V0B)	Homo sapiens
205095_s_at	ATPase H+ transporting V0 subunit a1(ATP6V0A1)	Homo sapiens
205197_s_at	ATPase copper transporting alpha(ATP7A)	Homo sapiens
205198_s_at	ATPase copper transporting alpha(ATP7A)	Homo sapiens
1564482_at	ATP synthase peripheral stalk subunit OSCP(ATP5PO)	Homo sapiens
200818_at	ATP synthase peripheral stalk subunit OSCP(ATP5PO)	Homo sapiens
204624_at	ATPase copper transporting beta(ATP7B)	Homo sapiens
1558493_at	cystatin 13, pseudogene(CST13P)	Homo sapiens
200013_at	RPL24 pseudogene 4(RPL24P4)	Homo sapiens
203850_s_at	kinesin family member 1A(KIF1A)	Homo sapiens
203849_s_at	kinesin family member 1A(KIF1A)	Homo sapiens
205052_at	AU RNA binding methylglutaconyl-CoA hydratase(AUH)	Homo sapiens
206250_x_at	arginine vasopressin receptor 1A(AVPR1A)	Homo sapiens
206251_s_at	arginine vasopressin receptor 1A(AVPR1A)	Homo sapiens
206252_s_at	arginine vasopressin receptor 1A(AVPR1A)	Homo sapiens
1563346_at	C21orf91 overlapping transcript 1(C21orf91-OT1)	Homo sapiens
1560633_a_at	C21orf91 overlapping transcript 1(C21orf91-OT1)	Homo sapiens
202685_s_at	AXL receptor tyrosine kinase(AXL)	Homo sapiens
202686_s_at	AXL receptor tyrosine kinase(AXL)	Homo sapiens
201891_s_at	beta-2-microglobulin(B2M)	Homo sapiens
206913_at	bile acid-CoA:amino acid N-acyltransferase(BAAT)	Homo sapiens
204194_at	BTB domain and CNC homolog 1(BACH1)	Homo sapiens
1861_at	BCL2 associated agonist of cell death(BAD)	Homo sapiens
202387_at	BAG cochaperone 1(BAG1)	Homo sapiens
1555603_at	B melanoma antigen(BAGE)	Homo sapiens
1555605_x_at	B melanoma antigen(BAGE)	Homo sapiens
1555369_at	B melanoma antigen(BAGE)	Homo sapiens
206083_at	adhesion G protein-coupled receptor B1(ADGRB1)	Homo sapiens
1556154_a_at	SNAI3 antisense RNA 1(SNAI3-AS1)	Homo sapiens
1568683_at	SNAI3 antisense RNA 1(SNAI3-AS1)	Homo sapiens
204966_at	adhesion G protein-coupled receptor B2(ADGRB2)	Homo sapiens
205638_at	adhesion G protein-coupled receptor B3(ADGRB3)	Homo sapiens
203728_at	BCL2 antagonist/killer 1(BAK1)	Homo sapiens
205345_at	BRCA1 associated RING domain 1(BARD1)	Homo sapiens
1553299_at	dual specificity phosphatase 5 pseudogene 1(DUSP5P1)	Homo sapiens
1552846_s_at	RAB42, member RAS oncogene family(RAB42)	Homo sapiens
203576_at	branched chain amino acid transaminase 2(BCAT2)	Homo sapiens
1552868_at	CIRBP antisense RNA 1(CIRBP-AS1)	Homo sapiens
205433_at	butyrylcholinesterase(BCHE)	Homo sapiens
1552856_at	long intergenic non-protein coding RNA 311(LINC00311)	Homo sapiens
202331_at	branched chain keto acid dehydrogenase E1 subunit alpha(BCKDHA)	Homo sapiens
203684_s_at	BCL2 apoptosis regulator(BCL2)	Homo sapiens
203685_at	BCL2 apoptosis regulator(BCL2)	Homo sapiens
205681_at	BCL2 related protein A1(BCL2A1)	Homo sapiens
206665_s_at	BCL2 like 1(BCL2L1)	Homo sapiens
1553341_at	urocanate hydratase 1(UROC1)	Homo sapiens
1557914_s_at	endogenous retrovirus group FH21 member 1(ERVFH21-1)	Homo sapiens
1555140_a_at	BCL2 like 2(BCL2L2)	Homo sapiens
204907_s_at	BCL3 transcription coactivator(BCL3)	Homo sapiens
204908_s_at	BCL3 transcription coactivator(BCL3)	Homo sapiens
203140_at	BCL6 transcription repressor(BCL6)	Homo sapiens
203795_s_at	BAF chromatin remodeling complex subunit BCL7A(BCL7A)	Homo sapiens
203796_s_at	BAF chromatin remodeling complex subunit BCL7A(BCL7A)	Homo sapiens
1560684_x_at	neurobeachin pseudogene 1(NBEAP1)	Homo sapiens
1560683_at	neurobeachin pseudogene 1(NBEAP1)	Homo sapiens
204129_at	BCL9 transcription coactivator(BCL9)	Homo sapiens
206641_at	TNF receptor superfamily member 17(TNFRSF17)	Homo sapiens
202315_s_at	BCR activator of RhoGEF and GTPase(BCR)	Homo sapiens
1570336_at	3-hydroxybutyrate dehydrogenase 1(BDH1)	Homo sapiens
205870_at	bradykinin receptor B2(BDKRB2)	Homo sapiens
206382_s_at	brain derived neurotrophic factor(BDNF)	Homo sapiens
202357_s_at	complement factor B(CFB)	Homo sapiens
206746_at	beaded filament structural protein 1(BFSP1)	Homo sapiens
201262_s_at	biglycan(BGN)	Homo sapiens
201261_x_at	biglycan(BGN)	Homo sapiens
206576_s_at	CEA cell adhesion molecule 1(CEACAM1)	Homo sapiens
206119_at	betaine--homocysteine S-methyltransferase(BHMT)	Homo sapiens
1556051_a_at	BICD cargo adaptor 1(BICD1)	Homo sapiens
1554020_at	BICD cargo adaptor 1(BICD1)	Homo sapiens
204741_at	BICD cargo adaptor 1(BICD1)	Homo sapiens
204493_at	BH3 interacting domain death agonist(BID)	Homo sapiens
205780_at	BCL2 interacting killer(BIK)	Homo sapiens
206255_at	BLK proto-oncogene, Src family tyrosine kinase(BLK)	Homo sapiens
205733_at	BLM RecQ like helicase(BLM)	Homo sapiens
202179_at	bleomycin hydrolase(BLMH)	Homo sapiens
206126_at	C-X-C motif chemokine receptor 5(CXCR5)	Homo sapiens
203772_at	biliverdin reductase A(BLVRA)	Homo sapiens
203773_x_at	biliverdin reductase A(BLVRA)	Homo sapiens
203771_s_at	biliverdin reductase A(BLVRA)	Homo sapiens
1558391_s_at	zinc finger protein 599(ZNF599)	Homo sapiens
1558390_at	zinc finger protein 599(ZNF599)	Homo sapiens
202201_at	biliverdin reductase B(BLVRB)	Homo sapiens
1552487_a_at	basonuclin 1(BNC1)	Homo sapiens
206581_at	basonuclin 1(BNC1)	Homo sapiens
202265_at	BMI1 proto-oncogene, polycomb ring finger(BMI1)	Homo sapiens
1569001_at	bone morphogenetic protein 1(BMP1)	Homo sapiens
206725_x_at	bone morphogenetic protein 1(BMP1)	Homo sapiens
202701_at	bone morphogenetic protein 1(BMP1)	Homo sapiens
1569002_x_at	bone morphogenetic protein 1(BMP1)	Homo sapiens
205574_x_at	bone morphogenetic protein 1(BMP1)	Homo sapiens
205290_s_at	bone morphogenetic protein 2(BMP2)	Homo sapiens
205289_at	bone morphogenetic protein 2(BMP2)	Homo sapiens
205431_s_at	bone morphogenetic protein 5(BMP5)	Homo sapiens
205430_at	bone morphogenetic protein 5(BMP5)	Homo sapiens
206176_at	bone morphogenetic protein 6(BMP6)	Homo sapiens
204832_s_at	bone morphogenetic protein receptor type 1A(BMPR1A)	Homo sapiens
1552289_a_at	cartilage intermediate layer protein 2(CILP2)	Homo sapiens
1552288_at	cartilage intermediate layer protein 2(CILP2)	Homo sapiens
206464_at	BMX non-receptor tyrosine kinase(BMX)	Homo sapiens
204930_s_at	BCL2 interacting protein 1(BNIP1)	Homo sapiens
201848_s_at	BCL2 interacting protein 3(BNIP3)	Homo sapiens
201849_at	BCL2 interacting protein 3(BNIP3)	Homo sapiens
1553196_a_at	Fc receptor like 3(FCRL3)	Homo sapiens
204455_at	dystonin(DST)	Homo sapiens
1553191_at	dystonin(DST)	Homo sapiens
203502_at	bisphosphoglycerate mutase(BPGM)	Homo sapiens
205750_at	biphenyl hydrolase like(BPHL)	Homo sapiens
205557_at	bactericidal permeability increasing protein(BPI)	Homo sapiens
204531_s_at	BRCA1 DNA repair associated(BRCA1)	Homo sapiens
206787_at	bromodomain testis associated(BRDT)	Homo sapiens
201369_s_at	ZFP36 ring finger protein like 2(ZFP36L2)	Homo sapiens
201367_s_at	ZFP36 ring finger protein like 2(ZFP36L2)	Homo sapiens
201368_at	ZFP36 ring finger protein like 2(ZFP36L2)	Homo sapiens
1552818_a_at	bombesin receptor subtype 3(BRS3)	Homo sapiens
1553162_x_at	proline and serine rich 3(PROSER3)	Homo sapiens
205715_at	bone marrow stromal cell antigen 1(BST1)	Homo sapiens
201641_at	bone marrow stromal cell antigen 2(BST2)	Homo sapiens
204167_at	biotinidase(BTD)	Homo sapiens
203542_s_at	Kruppel like factor 9(KLF9)	Homo sapiens
203543_s_at	Kruppel like factor 9(KLF9)	Homo sapiens
203541_s_at	Kruppel like factor 9(KLF9)	Homo sapiens
1557550_at	long intergenic non-protein coding RNA 906(LINC00906)	Homo sapiens
200921_s_at	BTG anti-proliferation factor 1(BTG1)	Homo sapiens
1559975_at	BTG anti-proliferation factor 1(BTG1)	Homo sapiens
200920_s_at	BTG anti-proliferation factor 1(BTG1)	Homo sapiens
205504_at	Bruton tyrosine kinase(BTK)	Homo sapiens
203755_at	BUB1 mitotic checkpoint serine/threonine kinase B(BUB1B)	Homo sapiens
203612_at	bystin like(BYSL)	Homo sapiens
202096_s_at	translocator protein(TSPO)	Homo sapiens
1554812_at	claudin 20(CLDN20)	Homo sapiens
200986_at	serpin family G member 1(SERPING1)	Homo sapiens
1556552_a_at	acyl-CoA synthetase family member 3(ACSF3)	Homo sapiens
202953_at	complement C1q B chain(C1QB)	Homo sapiens
1556129_at	zinc finger protein 778(ZNF778)	Homo sapiens
1556581_at	zinc finger protein 778(ZNF778)	Homo sapiens
1555229_a_at	complement C1s(C1S)	Homo sapiens
203052_at	complement C2(C2)	Homo sapiens
1554533_at	complement C2(C2)	Homo sapiens
205654_at	complement component 4 binding protein alpha(C4BPA)	Homo sapiens
205166_at	calpain 5(CAPN5)	Homo sapiens
205500_at	complement C5(C5)	Homo sapiens
202992_at	complement C7(C7)	Homo sapiens
206305_s_at	complement C8 alpha chain(C8A)	Homo sapiens
1569867_at	essential meiotic structure-specific endonuclease subunit 2(EME2)	Homo sapiens
1556024_at	essential meiotic structure-specific endonuclease subunit 2(EME2)	Homo sapiens
1569868_s_at	essential meiotic structure-specific endonuclease subunit 2(EME2)	Homo sapiens
1554414_a_at	oxidative stress induced growth inhibitor family member 2(OSGIN2)	Homo sapiens
204024_at	oxidative stress induced growth inhibitor family member 2(OSGIN2)	Homo sapiens
1558256_at	long intergenic non-protein coding RNA 662(LINC00662)	Homo sapiens
206727_at	complement C9(C9)	Homo sapiens
201717_at	mitochondrial ribosomal protein L49(MRPL49)	Homo sapiens
205413_at	metallophosphoesterase domain containing 2(MPPED2)	Homo sapiens
204073_s_at	myelin regulatory factor(MYRF)	Homo sapiens
204789_at	formin like 1(FMNL1)	Homo sapiens
1569257_at	formin like 1(FMNL1)	Homo sapiens
1555792_a_at	coiled-coil domain containing 116(CCDC116)	Homo sapiens
200677_at	PTTG1 interacting protein(PTTG1IP)	Homo sapiens
203995_at	cilia and flagella associated protein 410(CFAP410)	Homo sapiens
203994_s_at	cilia and flagella associated protein 410(CFAP410)	Homo sapiens
203993_x_at	cilia and flagella associated protein 410(CFAP410)	Homo sapiens
203996_s_at	cilia and flagella associated protein 410(CFAP410)	Homo sapiens
206436_at	metallophosphoesterase domain containing 1(MPPED1)	Homo sapiens
205949_at	carbonic anhydrase 1(CA1)	Homo sapiens
205950_s_at	carbonic anhydrase 1(CA1)	Homo sapiens
204865_at	carbonic anhydrase 3(CA3)	Homo sapiens
206209_s_at	carbonic anhydrase 4(CA4)	Homo sapiens
206208_at	carbonic anhydrase 4(CA4)	Homo sapiens
1555572_at	carbonic anhydrase 6(CA6)	Homo sapiens
206873_at	carbonic anhydrase 6(CA6)	Homo sapiens
1555445_at	carbonic anhydrase 8(CA8)	Homo sapiens
205199_at	carbonic anhydrase 9(CA9)	Homo sapiens
1558322_a_at	progestin and adipoQ receptor family member 9(PAQR9)	Homo sapiens
1560467_at	progestin and adipoQ receptor family member 9(PAQR9)	Homo sapiens
204509_at	carbonic anhydrase 12(CA12)	Homo sapiens
204508_s_at	carbonic anhydrase 12(CA12)	Homo sapiens
203963_at	carbonic anhydrase 12(CA12)	Homo sapiens
1562914_a_at	long intergenic non-protein coding RNA 905(LINC00905)	Homo sapiens
1558944_at	calcium voltage-gated channel subunit alpha1 A(CACNA1A)	Homo sapiens
1558945_s_at	calcium voltage-gated channel subunit alpha1 A(CACNA1A)	Homo sapiens
206399_x_at	calcium voltage-gated channel subunit alpha1 A(CACNA1A)	Homo sapiens
1554704_at	ATPase phospholipid transporting 8B3(ATP8B3)	Homo sapiens
1555993_at	calcium voltage-gated channel subunit alpha1 D(CACNA1D)	Homo sapiens
1555822_at	family with sequence similarity 138 member E(FAM138E)	Homo sapiens
1007_s_at	discoidin domain receptor tyrosine kinase 1(DDR1)	Homo sapiens
1559419_at	calcium voltage-gated channel auxiliary subunit beta 2(CACNB2)	Homo sapiens
1559420_x_at	calcium voltage-gated channel auxiliary subunit beta 2(CACNB2)	Homo sapiens
1555098_a_at	calcium voltage-gated channel auxiliary subunit beta 2(CACNB2)	Homo sapiens
206612_at	calcium voltage-gated channel auxiliary subunit gamma 1(CACNG1)	Homo sapiens
1553585_a_at	MAGEA10-MAGEA5 readthrough(LOC100533997)	Homo sapiens
205124_at	myocyte enhancer factor 2B(MEF2B)	Homo sapiens
203658_at	solute carrier family 25 member 20(SLC25A20)	Homo sapiens
1564084_at	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(CAD)	Homo sapiens
202715_at	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(CAD)	Homo sapiens
1562876_s_at	MIR4435-2 host gene(MIR4435-2HG)	Homo sapiens
206738_at	APOC4-APOC2 readthrough (NMD candidate)(APOC4-APOC2)	Homo sapiens
204561_x_at	APOC4-APOC2 readthrough (NMD candidate)(APOC4-APOC2)	Homo sapiens
205625_s_at	calbindin 1(CALB1)	Homo sapiens
205626_s_at	calbindin 1(CALB1)	Homo sapiens
205428_s_at	calbindin 2(CALB2)	Homo sapiens
1556188_a_at	zinc finger protein 555(ZNF555)	Homo sapiens
1553286_at	zinc finger protein 555(ZNF555)	Homo sapiens
1556187_at	zinc finger protein 555(ZNF555)	Homo sapiens
201617_x_at	caldesmon 1(CALD1)	Homo sapiens
205525_at	caldesmon 1(CALD1)	Homo sapiens
201616_s_at	caldesmon 1(CALD1)	Homo sapiens
201615_x_at	caldesmon 1(CALD1)	Homo sapiens
200655_s_at	calmodulin 1(CALM1)	Homo sapiens
200653_s_at	calmodulin 1(CALM1)	Homo sapiens
200623_s_at	calmodulin 2(CALM2)	Homo sapiens
200622_x_at	calmodulin 2(CALM2)	Homo sapiens
1553696_s_at	zinc finger protein 569(ZNF569)	Homo sapiens
1569366_a_at	zinc finger protein 569(ZNF569)	Homo sapiens
200935_at	calreticulin(CALR)	Homo sapiens
200756_x_at	calumenin(CALU)	Homo sapiens
200757_s_at	calumenin(CALU)	Homo sapiens
200755_s_at	calumenin(CALU)	Homo sapiens
1552562_at	zinc finger protein 570(ZNF570)	Homo sapiens
1552929_at	G protein-coupled receptor kinase 7(GRK7)	Homo sapiens
203538_at	calcium modulating ligand(CAMLG)	Homo sapiens
200068_s_at	calnexin(CANX)	Homo sapiens
201850_at	capping actin protein, gelsolin like(CAPG)	Homo sapiens
200752_s_at	calpain 1(CAPN1)	Homo sapiens
200001_at	calpain small subunit 1(CAPNS1)	Homo sapiens
202966_at	calpain 6(CAPN6)	Homo sapiens
202965_s_at	calpain 6(CAPN6)	Homo sapiens
1559403_at	HMGN3 antisense RNA 1(HMGN3-AS1)	Homo sapiens
1559404_a_at	HMGN3 antisense RNA 1(HMGN3-AS1)	Homo sapiens
201530_x_at	SENP3-EIF4A1 readthrough (NMD candidate)(SENP3-EIF4A1)	Homo sapiens
201238_s_at	capping actin protein of muscle Z-line subunit alpha 2(CAPZA2)	Homo sapiens
201237_at	capping actin protein of muscle Z-line subunit alpha 2(CAPZA2)	Homo sapiens
1569450_at	capping actin protein of muscle Z-line subunit alpha 2(CAPZA2)	Homo sapiens
1564010_at	calpastatin(CAST)	Homo sapiens
201950_x_at	capping actin protein of muscle Z-line subunit beta(CAPZB)	Homo sapiens
201949_x_at	capping actin protein of muscle Z-line subunit beta(CAPZB)	Homo sapiens
202402_s_at	cysteinyl-tRNA synthetase 1(CARS1)	Homo sapiens
206011_at	caspase 1(CASP1)	Homo sapiens
202763_at	caspase 3(CASP3)	Homo sapiens
1553306_at	caspase 8(CASP8)	Homo sapiens
203984_s_at	caspase 9(CASP9)	Homo sapiens
1557330_at	cancer susceptibility 23(CASC23)	Homo sapiens
205467_at	caspase 10(CASP10)	Homo sapiens
1561332_at	ATPase 13A5(ATP13A5)	Homo sapiens
1552514_at	WBP2 N-terminal like(WBP2NL)	Homo sapiens
201432_at	catalase(CAT)	Homo sapiens
203065_s_at	caveolin 1(CAV1)	Homo sapiens
203324_s_at	caveolin 2(CAV2)	Homo sapiens
203323_at	caveolin 2(CAV2)	Homo sapiens
1555153_s_at	FCH and mu domain containing endocytic adaptor 2(FCHO2)	Homo sapiens
205528_s_at	RUNX1 partner transcriptional co-repressor 1(RUNX1T1)	Homo sapiens
205529_s_at	RUNX1 partner transcriptional co-repressor 1(RUNX1T1)	Homo sapiens
1564642_at	RUNX1 partner transcriptional co-repressor 1(RUNX1T1)	Homo sapiens
